chr	start	end	uniq_id	type
chr5	157181097	157181117	cg09453312	cord_blood
chr5	157268390	157268410	cg10578938	blood
chr5	157269169	157269189	cg08224785	blood
chr5	159095497	159095517	cg24903893	epithelial
chr5	159096489	159096509	cg01192077	epithelial
chr5	170297576	170297596	cg17127769	epithelial
chr5	170297642	170297662	cg04822621	epithelial
chr5	170297754	170297774	cg11528914	epithelial
chr5	170353306	170353326	cg26947766	cord_blood
chr5	172380777	172380797	cg25693317	cord_blood
chr5	172722611	172722631	cg10845147	cord_blood
chr5	176577761	176577781	cg12807330	cord_blood
chr5	177471662	177471682	cg21091766	blood
chr5	178115592	178115612	cg17343167	blood
chr5	178117983	178118003	cg10803218	cord_blood
chr5	179765513	179765533	cg25376491	cord_blood
chr5	179803699	179803719	cg25103161	blood
chr5	179803856	179803876	cg22014398	blood
chr5	180684956	180684976	cg20661080	cord_blood
chr5	180689375	180689395	cg05163268	cord_blood
chr6	513201	513221	cg11100450	cord_blood
chr6	1952842	1952862	cg08804626	epithelial
chr6	2684246	2684266	cg16402006	epithelial
chr6	2877659	2877679	cg18718469	epithelial
chr6	2918172	2918192	cg10061722	epithelial
chr6	2973835	2973855	cg08306076	blood
chr6	3075946	3075966	cg24886867	cord_blood
chr6	3524336	3524356	cg00702872	blood
chr6	6588688	6588708	cg05021589	blood
chr6	6588832	6588852	cg02212836	blood
chr6	6614204	6614224	cg26166854	cord_blood
chr6	6614476	6614496	cg07970799	blood
chr6	7199158	7199178	cg13863638	cord_blood
chr6	10610448	10610468	cg13609089	epithelial
chr6	11212376	11212396	cg12531611	blood
chr6	11218243	11218263	cg12887840	cord_blood
chr6	11429001	11429021	cg10824972	cord_blood
chr6	12119309	12119329	cg19268652	cord_blood
chr6	13611976	13611996	cg12078157	cord_blood
chr6	14369456	14369476	cg20218040	cord_blood
chr6	15505708	15505728	cg14058851	cord_blood
chr6	15505844	15505864	cg24408769	cord_blood
chr6	16769239	16769259	cg15250073	cord_blood
chr6	17702219	17702239	cg10944833	blood
chr6	19180510	19180530	cg18747742	epithelial
chr6	20877099	20877119	cg23342625	epithelial
chr6	21600244	21600264	cg13276502	cord_blood
chr6	22148499	22148519	cg10558740	cord_blood
chr6	24313629	24313649	cg09302031	epithelial
chr6	24718351	24718371	cg12104246	cord_blood
chr6	24936727	24936747	cg10699171	blood
chr6	25137733	25137753	cg08306955	cord_blood
chr6	26086333	26086353	cg08179431	cord_blood
chr6	26545818	26545838	cg18835472	blood
chr6	29045072	29045092	cg01947943	epithelial
chr6	30612759	30612779	cg12069151	epithelial
chr6	30684495	30684515	cg05098566	cord_blood
chr6	30737022	30737042	cg21761853	blood
chr6	31572227	31572247	cg21999229	cord_blood
chr6	31572349	31572369	cg11586857	cord_blood
chr6	31575851	31575871	cg21467614	blood
chr6	31686746	31686766	cg12602923	cord_blood
chr6	31730439	31730459	cg18055007	blood
chr6	31769843	31769863	cg15501231	cord_blood
chr6	31792821	31792841	cg24771152	epithelial
chr6	31797780	31797800	cg00899907	cord_blood
chr6	31831788	31831808	cg27072545	cord_blood
chr6	31899911	31899931	cg10917426	cord_blood
chr6	31899939	31899959	cg00459243	cord_blood
chr6	31900060	31900080	cg00805874	cord_blood
chr6	31900169	31900189	cg00058449	blood
chr6	32129470	32129490	cg17794358	cord_blood
chr6	32131777	32131797	cg07790778	cord_blood
chr6	32149106	32149126	cg19192280	epithelial
chr6	32149144	32149164	cg21035875	epithelial
chr6	32149146	32149166	cg14531663	epithelial
chr6	32168265	32168285	cg00529757	cord_blood
chr6	32331889	32331909	cg20966357	cord_blood
chr6	32443398	32443418	cg22937462	cord_blood
chr6	32815560	32815580	cg08905753	cord_blood
chr6	32816310	32816330	cg04348707	cord_blood
chr6	32816468	32816488	cg04576021	cord_blood
chr6	32845146	32845166	cg05697726	epithelial
chr6	32845178	32845198	cg02657012	epithelial
chr6	32845297	32845317	cg16890093	epithelial
chr6	32845661	32845681	cg12253437	epithelial
chr6	32845735	32845755	cg13165140	epithelial
chr6	32845744	32845764	cg09354037	epithelial
chr6	32852071	32852091	cg26033526	cord_blood
chr6	32857573	32857593	cg26811065	cord_blood
chr6	33416750	33416770	cg14021478	cord_blood
chr6	33781656	33781676	cg17800396	epithelial
chr6	34341093	34341113	cg06526020	blood
chr6	35402336	35402356	cg23903774	cord_blood
chr6	35451804	35451824	cg09490277	blood
chr6	35602437	35602457	cg14284211	blood
chr6	36579985	36580005	cg19768356	cord_blood
chr6	36590367	36590387	cg14420953	epithelial
chr6	37004341	37004361	cg04499011	cord_blood
chr6	37391008	37391028	cg21781422	cord_blood
chr6	39314746	39314766	cg02611419	epithelial
chr6	41200437	41200457	cg11290720	epithelial
chr6	41528312	41528332	cg01152408	cord_blood
chr6	41967017	41967037	cg02524834	epithelial
chr6	42226943	42226963	cg05264377	epithelial
chr6	42926351	42926371	cg08246318	cord_blood
chr6	44071942	44071962	cg04384689	epithelial
chr6	44236262	44236282	cg04609694	blood
chr6	44561211	44561231	cg01740766	blood
chr6	45423898	45423918	cg21543859	blood
chr6	45424105	45424125	cg12477370	blood
chr6	45630986	45631006	cg04540711	epithelial
chr6	46325987	46326007	cg00782811	blood
chr6	53335889	53335909	cg11748354	epithelial
chr6	69797328	69797348	cg03001484	cord_blood
chr6	71342090	71342110	cg07918933	blood
chr6	75620779	75620799	cg16976499	cord_blood
chr6	80128524	80128544	cg03354616	epithelial
chr6	83462832	83462852	cg27494470	cord_blood
chr6	89602838	89602858	cg02400146	cord_blood
chr6	98925927	98925947	cg12604490	blood
chr6	104789836	104789856	cg03002526	cord_blood
chr6	105601706	105601726	cg20559385	cord_blood
chr6	105797774	105797794	cg24737761	cord_blood
chr6	106514051	106514071	cg14426428	cord_blood
chr6	106666709	106666729	cg18067520	blood
chr6	108967379	108967399	cg04642300	blood
chr6	109294242	109294262	cg15411840	cord_blood
chr6	109738398	109738418	cg04940695	epithelial
chr6	110811400	110811420	cg13915752	cord_blood
chr6	111533353	111533373	cg22277485	cord_blood
chr6	111759889	111759909	cg08130572	blood
chr6	111870266	111870286	cg02789394	cord_blood
chr6	111973319	111973339	cg17266282	blood
chr6	113361263	113361283	cg26552650	epithelial
chr6	116558036	116558056	cg15314855	epithelial
chr6	118558936	118558956	cg27166718	blood
chr6	118581874	118581894	cg14109551	blood
chr6	119036949	119036969	cg24657419	epithelial
chr6	126107988	126108008	cg15181441	cord_blood
chr6	127346536	127346556	cg06297318	blood
chr6	129861323	129861343	cg18084999	epithelial
chr6	129861355	129861375	cg12845215	epithelial
chr6	129861357	129861377	cg22102078	epithelial
chr6	131572873	131572893	cg01699630	cord_blood
chr6	131573208	131573228	cg06975018	cord_blood
chr6	132714086	132714106	cg02184413	epithelial
chr6	132714117	132714137	cg25654653	cord_blood
chr6	133978446	133978466	cg08692676	cord_blood
chr6	134909400	134909420	cg10143751	epithelial
chr6	135323257	135323277	cg14564351	blood
chr6	135853386	135853406	cg14623715	cord_blood
chr6	135936800	135936820	cg22935422	epithelial
chr6	137799072	137799092	cg26400113	cord_blood
chr6	138493569	138493589	cg24601480	epithelial
chr6	142302620	142302640	cg03128060	cord_blood
chr6	142400657	142400677	cg09547025	cord_blood
chr6	142913037	142913057	cg17717866	blood
chr6	148513717	148513737	cg20677267	epithelial
chr6	151237101	151237121	cg06895218	cord_blood
chr6	151373534	151373554	cg12603453	cord_blood
chr6	152381185	152381205	cg00041666	epithelial
chr6	152381299	152381319	cg20187047	epithelial
chr6	152381318	152381338	cg13806292	epithelial
chr6	156808474	156808494	cg04606397	cord_blood
chr6	158707294	158707314	cg19884556	cord_blood
chr6	158995488	158995508	cg24249648	cord_blood
chr6	159701608	159701628	cg09354692	cord_blood
chr6	161375743	161375763	cg19301114	blood
chr6	161375808	161375828	cg23244761	blood
chr6	161375812	161375832	cg26872907	blood
chr6	166411373	166411393	cg01474925	cord_blood
chr6	166953185	166953205	cg17991206	cord_blood
chr6	167644866	167644886	cg19708055	cord_blood
chr6	168017681	168017701	cg03873264	epithelial
chr6	169289787	169289807	cg08866665	cord_blood
chr6	170025183	170025203	cg04398893	epithelial
chr6	170081835	170081855	cg25683811	cord_blood
chr6	170089780	170089800	cg05935904	epithelial
chr6	170137630	170137650	cg00186529	blood
chr6	170271987	170272007	cg09344348	epithelial
chr6	170272150	170272170	cg18555277	epithelial
chr6	170293388	170293408	cg04050463	blood
chr6	170375201	170375221	cg00439981	blood
chr7	613662	613682	cg18367631	cord_blood
chr7	921675	921695	cg27287951	cord_blood
chr7	1000311	1000331	cg21248060	blood
chr7	1043663	1043683	cg08973950	cord_blood
chr7	1055770	1055790	cg10009497	cord_blood
chr7	1537357	1537377	cg16622899	epithelial
chr7	1537370	1537390	cg03331514	epithelial
chr7	1824805	1824825	cg01437221	cord_blood
chr7	1856257	1856277	cg13447684	cord_blood
chr7	1920343	1920363	cg26811313	epithelial
chr7	1921149	1921169	cg17551891	cord_blood
chr7	1928019	1928039	cg22870373	cord_blood
chr7	1928330	1928350	cg12583572	cord_blood
chr7	2000464	2000484	cg23015664	blood
chr7	2037412	2037432	cg18546384	blood
chr7	2037700	2037720	cg13571479	blood
chr7	2049955	2049975	cg08985282	cord_blood
chr7	2065740	2065760	cg13868473	cord_blood
chr7	2073532	2073552	cg26662512	cord_blood
chr7	2100498	2100518	cg25817701	cord_blood
chr7	2207828	2207848	cg25314733	cord_blood
chr7	2244955	2244975	cg03663120	cord_blood
chr7	2362695	2362715	cg06068163	cord_blood
chr7	2406082	2406102	cg03573679	epithelial
chr7	2614089	2614109	cg23754918	cord_blood
chr7	2908437	2908457	cg16586807	cord_blood
chr7	2908479	2908499	cg17768768	blood
chr7	2980892	2980912	cg27202779	cord_blood
chr7	3042362	3042382	cg14168009	cord_blood
chr7	3169150	3169170	cg16594958	cord_blood
chr7	4010177	4010197	cg24851600	epithelial
chr7	4010325	4010345	cg19230787	epithelial
chr7	4010401	4010421	cg00136968	epithelial
chr7	5231287	5231307	cg04153882	blood
chr7	5509929	5509949	cg18195165	epithelial
chr7	5563484	5563504	cg18270113	blood
chr7	5672628	5672648	cg07466560	epithelial
chr7	6077227	6077247	cg12885484	epithelial
chr7	7719580	7719600	cg13538637	cord_blood
chr7	8263091	8263111	cg20641531	blood
chr7	12688146	12688166	cg21807944	epithelial
chr7	13920505	13920525	cg03985360	epithelial
chr7	16484878	16484898	cg20067765	epithelial
chr7	16685346	16685366	cg03976645	cord_blood
chr7	20193584	20193604	cg26959945	cord_blood
chr7	22895715	22895735	cg04313733	epithelial
chr7	24434857	24434877	cg16717546	epithelial
chr7	25134863	25134883	cg23302989	cord_blood
chr7	26153479	26153499	cg10536999	blood
chr7	26388454	26388474	cg12431517	cord_blood
chr7	27114026	27114046	cg08101036	epithelial
chr7	27114034	27114054	cg00921266	epithelial
chr7	27158396	27158416	cg06934774	epithelial
chr7	27160287	27160307	cg26611765	epithelial
chr7	30348328	30348348	cg08549335	blood
chr7	35004160	35004180	cg14116056	epithelial
chr7	35983075	35983095	cg21762695	cord_blood
chr7	37353266	37353286	cg12192582	epithelial
chr7	38187091	38187111	cg14266217	epithelial
chr7	38317118	38317138	cg12294633	blood
chr7	38317197	38317217	cg01119319	cord_blood
chr7	38317436	38317456	cg11467506	blood
chr7	41108449	41108469	cg14394171	epithelial
chr7	41702063	41702083	cg15291905	cord_blood
chr7	41916819	41916839	cg14818277	epithelial
chr7	44045748	44045768	cg08442088	cord_blood
chr7	44220075	44220095	cg22211058	cord_blood
chr7	44979049	44979069	cg21188037	epithelial
chr7	44979180	44979200	cg06787669	epithelial
chr7	44979240	44979260	cg10673833	epithelial
chr7	45107522	45107542	cg26720010	cord_blood
chr7	47374010	47374030	cg22379472	cord_blood
chr7	48090297	48090317	cg10317717	epithelial
chr7	50308568	50308588	cg02852025	epithelial
chr7	65749846	65749866	cg10408731	cord_blood
chr7	66952821	66952841	cg18921475	epithelial
chr7	74231626	74231646	cg21828319	cord_blood
chr7	75727919	75727939	cg18724912	cord_blood
chr7	77222965	77222985	cg21254135	cord_blood
chr7	90709808	90709828	cg21743182	blood
chr7	96219870	96219890	cg04138378	epithelial
chr7	98988915	98988935	cg06951646	cord_blood
chr7	99141365	99141385	cg18735089	cord_blood
chr7	99373159	99373179	cg25235205	blood
chr7	100180781	100180801	cg16268157	cord_blood
chr7	100221477	100221497	cg17830204	blood
chr7	100358042	100358062	cg17442155	cord_blood
chr7	102080657	102080677	cg14203426	cord_blood
chr7	102426395	102426415	cg07499032	epithelial
chr7	102426705	102426725	cg03436397	epithelial
chr7	102440256	102440276	cg22402224	epithelial
chr7	104964054	104964074	cg25968394	cord_blood
chr7	104982970	104982990	cg05816398	cord_blood
chr7	106871286	106871306	cg00661777	blood
chr7	121084982	121085002	cg02539809	epithelial
chr7	123798166	123798186	cg11752788	cord_blood
chr7	127395794	127395814	cg22481695	blood
chr7	129699215	129699235	cg09342997	blood
chr7	130687321	130687341	cg11058932	cord_blood
chr7	131108782	131108802	cg02821342	blood
chr7	138169796	138169816	cg15114607	blood
chr7	139647331	139647351	cg15535471	blood
chr7	139648540	139648560	cg00363312	blood
chr7	141586151	141586171	cg14953379	cord_blood
chr7	142111195	142111215	cg26445785	epithelial
chr7	142257872	142257892	cg14153740	epithelial
chr7	142670275	142670295	cg11753711	cord_blood
chr7	143331605	143331625	cg25856090	blood
chr7	148434174	148434194	cg24727339	epithelial
chr7	149087594	149087614	cg06385584	cord_blood
chr7	149284215	149284235	cg26591684	cord_blood
chr7	149284485	149284505	cg08280936	blood
chr7	149760786	149760806	cg12973904	cord_blood
chr7	150515609	150515629	cg08637514	epithelial
chr7	150686056	150686076	cg20663831	epithelial
chr7	151114248	151114268	cg12210457	epithelial
chr7	151808020	151808040	cg22528270	cord_blood
chr7	155951840	155951860	cg08656837	epithelial
chr7	155998252	155998272	cg09016797	cord_blood
chr7	157044069	157044089	cg02279108	cord_blood
chr7	157355805	157355825	cg06858263	cord_blood
chr7	159023448	159023468	cg25350872	blood
chr7	159023512	159023532	cg09654116	blood
chr8	673678	673698	cg21459713	cord_blood
chr8	1389931	1389951	cg19119942	epithelial
chr8	1390287	1390307	cg24627789	epithelial
chr8	1454009	1454029	cg15742515	epithelial
chr8	1454140	1454160	cg05974733	epithelial
chr8	1789388	1789408	cg20713968	cord_blood
chr8	8296118	8296138	cg01009920	epithelial
chr8	10108034	10108054	cg01511457	epithelial
chr8	10352762	10352782	cg10414350	cord_blood
chr8	11493988	11494008	cg22826986	cord_blood
chr8	11494052	11494072	cg03860768	cord_blood
chr8	19171500	19171520	cg05701478	epithelial
chr8	19459859	19459879	cg03651021	cord_blood
chr8	19678723	19678743	cg27510066	cord_blood
chr8	19682689	19682709	cg20450123	blood
chr8	19682932	19682952	cg14818701	cord_blood
chr8	19683213	19683233	cg11095122	blood
chr8	21911593	21911613	cg00255726	epithelial
chr8	22531683	22531703	cg19694519	cord_blood
chr8	22602850	22602870	cg07149267	cord_blood
chr8	22701199	22701219	cg06889975	blood
chr8	23064601	23064621	cg00264419	epithelial
chr8	23243458	23243478	cg22708902	blood
chr8	23250438	23250458	cg16193207	cord_blood
chr8	23304241	23304261	cg07963670	cord_blood
chr8	26627919	26627939	cg19610383	cord_blood
chr8	28083878	28083898	cg12991306	blood
chr8	29061548	29061568	cg02324835	cord_blood
chr8	29061707	29061727	cg11531557	cord_blood
chr8	29103806	29103826	cg25596405	cord_blood
chr8	29103829	29103849	cg09322573	blood
chr8	29176153	29176173	cg00328219	cord_blood
chr8	30656181	30656201	cg02007288	blood
chr8	30723277	30723297	cg08305799	epithelial
chr8	37898027	37898047	cg14089503	cord_blood
chr8	38554154	38554174	cg04458368	epithelial
chr8	38872121	38872141	cg01803771	cord_blood
chr8	39935240	39935260	cg11251498	cord_blood
chr8	41623110	41623130	cg11774624	blood
chr8	41725490	41725510	cg27619646	cord_blood
chr8	41725995	41726015	cg18614735	cord_blood
chr8	41796876	41796896	cg17052552	cord_blood
chr8	42753823	42753843	cg19352832	cord_blood
chr8	42857159	42857179	cg23146741	blood
chr8	47353340	47353360	cg14195992	epithelial
chr8	47384697	47384717	cg02483029	cord_blood
chr8	47431488	47431508	cg18066690	blood
chr8	51858896	51858916	cg21285555	blood
chr8	51939598	51939618	cg26275360	cord_blood
chr8	56558593	56558613	cg23144445	cord_blood
chr8	60175773	60175793	cg27135989	epithelial
chr8	60207091	60207111	cg21633026	cord_blood
chr8	67198657	67198677	cg10311161	cord_blood
chr8	70651880	70651900	cg23053742	blood
chr8	71737705	71737725	cg09851545	cord_blood
chr8	73012680	73012700	cg18250453	blood
chr8	73328014	73328034	cg23338668	cord_blood
chr8	73356503	73356523	cg26049390	epithelial
chr8	74823488	74823508	cg09304624	epithelial
chr8	74983780	74983800	cg17829810	cord_blood
chr8	81035496	81035516	cg00476430	cord_blood
chr8	85342723	85342743	cg03225502	epithelial
chr8	90671005	90671025	cg20540235	epithelial
chr8	92024996	92025016	cg26683636	epithelial
chr8	92078844	92078864	cg14552882	epithelial
chr8	93580346	93580366	cg21044434	epithelial
chr8	93880375	93880395	cg10558233	cord_blood
chr8	94209782	94209802	cg20987610	cord_blood
chr8	95963694	95963714	cg12994591	epithelial
chr8	98356710	98356730	cg11061774	epithelial
chr8	99875795	99875815	cg14537031	cord_blood
chr8	102117126	102117146	cg18304186	cord_blood
chr8	102125036	102125056	cg27110054	blood
chr8	103141389	103141409	cg18168101	blood
chr8	109574916	109574936	cg04838847	blood
chr8	119487220	119487240	cg06224766	epithelial
chr8	122862787	122862807	cg00415665	cord_blood
chr8	124604974	124604994	cg10351284	epithelial
chr8	124665936	124665956	cg15235922	cord_blood
chr8	126093469	126093489	cg06120359	epithelial
chr8	127294693	127294713	cg13393327	epithelial
chr8	127458538	127458558	cg08682625	blood
chr8	127732781	127732801	cg19696012	blood
chr8	127919279	127919299	cg23896695	cord_blood
chr8	127959215	127959235	cg27190014	cord_blood
chr8	127960194	127960214	cg22353369	cord_blood
chr8	128019567	128019587	cg07283441	blood
chr8	128540658	128540678	cg17477578	cord_blood
chr8	129241362	129241382	cg16675872	cord_blood
chr8	129935133	129935153	cg07212327	blood
chr8	132760837	132760857	cg10054641	blood
chr8	133060356	133060376	cg02794695	epithelial
chr8	133119789	133119809	cg01598421	cord_blood
chr8	140545186	140545206	cg00288598	cord_blood
chr8	141155201	141155221	cg12809098	cord_blood
chr8	141169799	141169819	cg15891546	cord_blood
chr8	141170000	141170020	cg09859659	cord_blood
chr8	142348359	142348379	cg06795722	epithelial
chr8	142368429	142368449	cg24037651	cord_blood
chr8	142844899	142844919	cg22689323	cord_blood
chr8	143022160	143022180	cg14392283	cord_blood
chr8	143328792	143328812	cg17117981	cord_blood
chr8	143361037	143361057	cg25653947	blood
chr8	143461306	143461326	cg11848483	cord_blood
chr8	143461388	143461408	cg04180114	cord_blood
chr8	143461771	143461791	cg11210357	cord_blood
chr8	143732841	143732861	cg01854491	cord_blood
chr8	143933932	143933952	cg07427475	blood
chr8	143934110	143934130	cg02331830	blood
chr8	144400208	144400228	cg27617225	cord_blood
chr8	144400246	144400266	cg03515927	cord_blood
chr8	144878826	144878846	cg10639435	blood
chr9	273062	273082	cg19252956	epithelial
chr9	2013960	2013980	cg03258139	cord_blood
chr9	5672060	5672080	cg13606287	cord_blood
chr9	14312426	14312446	cg02976355	epithelial
chr9	16442823	16442843	cg13471735	epithelial
chr9	34457432	34457452	cg08578641	epithelial
chr9	35666816	35666836	cg13823257	cord_blood
chr9	36985999	36986019	cg14317609	blood
chr9	37005928	37005948	cg13751548	cord_blood
chr9	68719499	68719519	cg13442709	epithelial
chr9	76159443	76159463	cg13438337	cord_blood
chr9	77909445	77909465	cg14106719	epithelial
chr9	82149231	82149251	cg13729285	epithelial
chr9	89390638	89390658	cg21220462	cord_blood
chr9	91298561	91298581	cg13932501	cord_blood
chr9	95572782	95572802	cg14186944	epithelial
chr9	108551706	108551726	cg21197796	epithelial
chr9	111926447	111926467	cg14655843	blood
chr9	111944681	111944701	cg13633625	cord_blood
chr9	112331371	112331391	cg00008629	cord_blood
chr9	113688056	113688076	cg16510793	cord_blood
chr9	114394411	114394431	cg19556572	cord_blood
chr9	121783612	121783632	cg14136214	cord_blood
chr9	125190602	125190622	cg00620024	cord_blood
chr9	125260069	125260089	cg11557901	blood
chr9	126057680	126057700	cg13903282	epithelial
chr9	126421897	126421917	cg13618969	cord_blood
chr9	126886033	126886053	cg13595556	cord_blood
chr9	128106585	128106605	cg14522718	cord_blood
chr9	128149288	128149308	cg14615559	cord_blood
chr9	129236766	129236786	cg13540411	cord_blood
chr9	129836628	129836648	cg14059835	blood
chr9	129890177	129890197	cg10531986	cord_blood
chr9	129890600	129890620	cg13399952	epithelial
chr9	131276122	131276142	cg17936488	epithelial
chr9	131418396	131418416	cg13543915	blood
chr9	131429405	131429425	cg14468508	cord_blood
chr9	132978595	132978615	cg00629585	blood
chr9	133029569	133029589	cg13715010	cord_blood
chr9	133700476	133700496	cg01490728	cord_blood
chr9	133861227	133861247	cg13928485	cord_blood
chr9	133861443	133861463	cg12747056	cord_blood
chr9	136113376	136113396	cg13692739	cord_blood
chr9	136696221	136696241	cg14484844	cord_blood
chr9	136696298	136696318	cg26270899	blood
chr9	136758375	136758395	cg14482811	blood
chr9	137083831	137083851	cg14557690	cord_blood
chr9	137140438	137140458	cg14317712	cord_blood
chr9	137809175	137809195	cg12872489	cord_blood
chrX	7144438	7144458	cg20214316	cord_blood
chrX	20413038	20413058	cg26215003	epithelial
chrX	20413201	20413221	cg03028216	epithelial
chrX	115560193	115560213	cg05052271	epithelial
chrX	115560311	115560331	cg11824101	epithelial
chrX	129779800	129779820	cg10649042	epithelial
chrX	129779994	129780014	cg18091964	epithelial
